long_title,short_title
Proceedings of the Indian Academy of Sciences-Engineering Sciences,P Indian As-Eng Sci
Proceedings of the Indian Academy of Sciences-Mathematical Sciences,P Indian As-Math Sci
Proceedings of the Indian Academy of Sciences-Plant Sciences,P Indian As-Plant Sc
Proceedings of the Institution of Civil Engineers Part 1-Design and Construction,P I Civil Eng Pt 1
Proceedings of the Institution of Civil Engineers Part 2-Research and Theory,P I Civil Eng Pt 2
Proceedings of the Institution of Civil Engineers-Civil Engineering,P I Civil Eng-Civ En
Proceedings of the Institution of Civil Engineers-Geotechnical Engineering,P I Civil Eng-Geotec
Proceedings of the Institution of Civil Engineers-Municipal Engineer,P I Civil Eng-Munic
Proceedings of the Institution of Civil Engineers-Structures and Buildings,P I Civil Eng-Str B
Proceedings of the Institution of Civil Engineers-Transport,P I Civil Eng-Transp
Proceedings of the Institution of Civil Engineers-Water Maritime and Energy,P I Civil Eng-Water
Proceedings of the Institution of Mechanical Engineers,P I Mech Eng
Proceedings of the Institution of Mechanical Engineers Part A-Journal of Power and Energy,P I Mech Eng A-J Pow
Proceedings of the Institution of Mechanical Engineers Part B-Journal of Engineering Manufacture,P I Mech Eng B-J Eng
Proceedings of the Institution of Mechanical Engineers Part C-Journal of Mechanical Engineering Science,P I Mech Eng C-J Mec
Proceedings of the Institution of Mechanical Engineers Part D-Journal of Automobile Engineering,P I Mech Eng D-J Aut
Proceedings of the Institution of Mechanical Engineers Part E-Journal of Process Mechanical Engineering,P I Mech Eng E-J Pro
Proceedings of the Institution of Mechanical Engineers Part F-Journal of Rail and Rapid Transit,P I Mech Eng F-J Rai
Proceedings of the Institution of Mechanical Engineers Part G-Journal of Aerospace Engineering,P I Mech Eng G-J Aer
Proceedings of the Institution of Mechanical Engineers Part H-Journal of Engineering in Medicine,P I Mech Eng H
Proceedings of the Institution of Mechanical Engineers Part I-Journal of Systems and Control Engineering,P I Mech Eng I-J Sys
Proceedings of the Institution of Mechanical Engineers Part J-Journal of Engineering Tribology,P I Mech Eng J-J Eng
Proceedings of the Japan Academy Series A-Mathematical Sciences,P Jpn Acad A-Math
Proceedings of the Japan Academy Series B-Physical and Biological Sciences,P Jpn Acad B-Phys
Proceedings of the Koninklijke Nederlandse Akademie Van Wetenschappen,P K Ned Akad Wetensc
Proceedings of the Koninklijke Nederlandse Akademie Van Wetenschappen Series A-Mathematical Sciences,P K Ned Akad a Math
Proceedings of the Koninklijke Nederlandse Akademie Van Wetenschappen Series B-Palaeontology Geology Physics Chemistry Anthropology,P K Ned Akad B Phys
Proceedings of the Koninklijke Nederlandse Akademie Van Wetenschappen Series C-Biological and Medical Sciences,P K Ned Akad C Biol
Proceedings of the Koninklijke Nederlandse Akademie Van Wetenschappen-Biological Chemical Geological Physical and Medical Sciences,P K Ned Akad Wetensc
Proceedings of the London Mathematical Society,P Lond Math Soc
Proceedings of the Lunar and Planetary Science Conference,P Lunar Planet Sci C
Proceedings of the Meat Industry Research Conference,P Meat Ind Res Conf
Proceedings of the National Academy of Sciences of the United States of America,P Natl Acad Sci Usa
Proceedings of the National Academy of Sciences of the United States of America-Biological Sciences,P Natl Acad Sci-Biol
Proceedings of the National Academy of Sciences of the United States of America-Physical Sciences,P Natl Acad Sci Usa
Proceedings of the New Zealand Society of Animal Production,Proc New Zeal Soc An
Proceedings of the Nutrition Society,P Nutr Soc
Proceedings of the Royal Irish Academy Section A-Mathematical and Physical Sciences,P Roy Irish Acad A
Proceedings of the Royal Irish Academy Section B-Biological Geological and Chemical Science,P Roy Irish Acad B
Proceedings of the Royal Society of Edinburgh Section A-Mathematics,P Roy Soc Edinb A
Proceedings of the Royal Society of Edinburgh Section B-Biological Sciences,P Roy Soc Edinb B
Proceedings of the Royal Society of London Series A-Mathematical and Physical Sciences,P Roy Soc Lond a Mat
Proceedings of the Royal Society of London Series A-Mathematical Physical and Engineering Sciences,P Roy Soc Lond a Mat
Proceedings of the Royal Society of London Series B-Biological Sciences,P Roy Soc Lond B Bio
Proceedings of the Sid,P Sid
Proceedings of the Society for Experimental Biology and Medicine,P Soc Exp Biol Med
Proceedings of the Society of Photo-Optical Instrumentation Engineers,P Soc Photo-Opt Inst
Proceedings of the University of Otago Medical School,P U Otago Med Sch
Proceedings of the Western Pharmacology Society,P W Pharmacol Soc
Proceedings of the Yorkshire Geological Society,P Yorks Geol Soc
Process Biochemistry,Process Biochem
Process Control and Quality,Process Contr Qual
Process Engineering,Process Eng
Process Safety and Environmental Protection,Process Saf Environ
Process Safety Progress,Process Saf Prog
Process Studies,Process Stud
Production and Operations Management,Prod Oper Manag
Production Engineering,Prod Engineer
Production Planning & Control,Prod Plan Control
Productions Animales,Prod Anim
Professional Engineering,Prof Eng
Professional Geographer,Prof Geogr
Professional Psychology-Research and Practice,Prof Psychol-Res Pr
Professional Safety,Prof Saf
Program-Automated Library and Information Systems,Program-Autom Libr
Program-Electronic Library and Information Systems,Program-Electron Lib
Programming and Computer Software,Program Comput Soft+
Progres En Urologie,Prog Urol
Progress in Aerospace Sciences,Prog Aerosp Sci
Progress in Allergy,Prog Allergy
Progress in Analytical Atomic Spectroscopy,Prog Anal Atom Spect
Progress in Analytical Spectroscopy,Prog Anal Spectrosc
Progress in Biochemical Pharmacology,Prog Biochem Pharm
Progress in Biochemistry and Biophysics,Prog Biochem Biophys
Progress in Biophysics & Molecular Biology,Prog Biophys Mol Bio
Progress in Brain Research,Prog Brain Res
Progress in Cardiovascular Diseases,Prog Cardiovasc Dis
Progress in Clinical and Biological Research,Prog Clin Biol Res
Progress in Clinical Neurophysiology,Prog Clin Neurophys
Progress in Colloid and Polymer Science,Prog Coll Pol Sci S
Progress in Crystal Growth and Characterization of Materials,Prog Cryst Growth Ch
Progress in Drug Metabolism,Prog Drug Metab
Progress in Energy and Combustion Science,Prog Energ Combust
Progress in Experimental Tumor Research,Prog Exp Tumor Res
Progress in Food and Nutrition Science,Prog Food Nutr Sci
Progress in Hematology,Prog Hematol
Progress in Hemostasis and Thrombosis,Prog Hemost Thromb
Progress in Histochemistry and Cytochemistry,Prog Histochem Cytoc
Progress in Human Geography,Prog Hum Geog
Progress in Inorganic Chemistry,Prog Inorg Chem
Progress in Lipid Research,Prog Lipid Res
Progress in Liver Diseases,Prog Liver Dis
Progress in Materials Science,Prog Mater Sci
Progress in Medical Genetics,Prog Med Genet
Progress in Medical Virology,Prog Med Virol
Progress in Medicinal Chemistry,Progr Med Chem
Progress in Natural Science,Prog Nat Sci
Progress in Neuro-Psychopharmacology,Prog Neuro-Psychopha
Progress in Neuro-Psychopharmacology & Biological Psychiatry,Prog Neuro-Psychoph
Progress in Neurobiology,Prog Neurobiol
Progress in Neuroendocrinimmunology,Prog Neuroendocrinim
Progress in Neuropathology,Prog Neuropath
Progress in Nuclear Energy,Prog Nucl Energ
Progress in Nuclear Magnetic Resonance Spectroscopy,Prog Nucl Mag Res Sp
Progress in Nucleic Acid Research and Molecular Biology,Prog Nucleic Acid Re
Progress in Oceanography,Prog Oceanogr
Progress in Optics,Prog Optics
Progress in Organic Coatings,Prog Org Coat
Progress in Particle and Nuclear Physics,Prog Part Nucl Phys
Progress in Pediatric Cardiology,Prog Pediatr Cardiol
Progress in Photovoltaics,Prog Photovoltaics
Progress in Physical Geography,Prog Phys Geog
Progress in Physical Organic Chemistry,Prog Phys Org Chem
Progress in Planning,Prog Plann
Progress in Polymer Science,Prog Polym Sci
Progress in Psychobiology and Physiological Psychology,Prog Psychob Physiol
Progress in Quantum Electronics,Prog Quant Electron
Progress in Reaction Kinetics,Prog React Kinet
Progress in Reaction Kinetics and Mechanism,Prog React Kinet Mec
Progress in Respiratory Research,Prog R Res
Progress in Retinal and Eye Research,Prog Retin Eye Res
Progress in Retinal Research,Prog Retin Res
Progress in Solid State Chemistry,Prog Solid State Ch
Progress in Surface Science,Prog Surf Sci
Progress in Surgery,Prog Surg
Progress in the Chemistry of Organic Natural Products,Prog Ch Org Nat Prod
Progress in Theoretical Biology,Prog Theor Biol
Progress in Veterinary Neurology,Prog Vet Neurol
Progress of Theoretical Physics,Prog Theor Phys
Progress of Theoretical Physics Supplement,Prog Theor Phys Supp
Progressive Architecture,Prog Archit
Progressive Fish-Culturist,Prog Fish Cult
Prologue-Quarterly of the National Archives,Prologue Prologue
Prooftexts-A Journal of Jewish Literary History,Prooftexts Prooftexts
Propellants Explosives Pyrotechnics,Propell Explos Pyrot
Prospettiva-Rivista Di Storia Dell Arte Antica E Moderna,Prospettiva Prospettiva
Prostaglandins Prostaglandins,Prostaglandins Prostaglandins
Prostaglandins & Other Lipid Mediators,Prostag Oth Lipid M
Prostaglandins and Medicine,Prostag Leukotr Ess
Prostaglandins Leukotrienes and Essential Fatty Acids,Prostag Leukotr Ess
Prostaglandins Leukotrienes and Medicine,Prosta Leukotr Med
Prostate Prostate,Prostate Prostate
Prostate Cancer and Prostatic Diseases,Prostate Cancer P D
Prosthetics and Orthotics International,Prosthet Orthot Int
Protection Ecology,Prot Ecol
Protection of Metals,Prot Met+
Protein and Peptide Letters,Protein Peptide Lett
Protein Engineering,Protein Eng
Protein Expression and Purification,Protein Expres Purif
Protein Profile,Protein Profile
Protein Science,Protein Sci
Proteins-Structure Function and Genetics,Proteins Proteins
Proteus Proteus,Proteus Proteus
Protist Protist,Protist Protist
Protistologica Protistologica,Protistologica Protistologica
Protoplasma Protoplasma,Protoplasma Protoplasma
Przemysl Chemiczny,Przem Chem
Ps-Political Science & Politics,Ps Ps
Psicologia Conductual,Psicol Conduct
Psicothema Psicothema,Psicothema Psicothema
Psikhologicheskii Zhurnal,Psikhol Zh
Psyche-Zeitschrift Fur Psychoanalyse Und Ihre Anwendungen,Psyche-Z Psychoanal
Psychiatria Clinica,Psychiat Clin
Psychiatric Annals,Psychiat Ann
Psychiatric Clinics of North America,Psychiat Clin N Am
Psychiatric Developments,Psychiat Dev
Psychiatric Genetics,Psychiatr Genet
Psychiatric Quarterly,Psychiat Quart
Psychiatric Rehabilitation Journal,Psychiatr Rehabil J
Psychiatric Services,Psychiatr Serv
Psychiatrie De L Enfant,Psychiat Enfant
Psychiatrische Praxis,Psychiat Prax
Psychiatry and Clinical Neurosciences,Psychiat Clin Neuros
Psychiatry Research,Psychiat Res
Psychiatry Research-Neuroimaging,Psychiat Res-Neuroim
Psychiatry-Interpersonal and Biological Processes,Psychiatry Psychiatry
Psycho-Oncology Psycho-Oncology,Psycho-Oncol Psycho-Oncol
Psychoanalytic Dialogues,Psychoanal Dialogues
Psychoanalytic Inquiry,Psychoanal Inq
Psychoanalytic Psychology,Psychoanal Psychol
Psychoanalytic Quarterly,Psychoanal Quart
Psychoanalytic Review,Psychoanal Rev
Psychoanalytic Study of the Child,Psychoanal Stud Chil
Psychobiology Psychobiology,Psychobiology Psychobiology
Psychologia Psychologia,Psychologia Psychologia
Psychologica Belgica,Psychol Belg
Psychological Assessment,Psychol Assessment
Psychological Bulletin,Psychol Bull
Psychological Inquiry,Psychol Inq
Psychological Medicine,Psychol Med
Psychological Methods,Psychol Methods
Psychological Record,Psychol Rec
Psychological Reports,Psychol Rep
Psychological Research-Psychologische Forschung,Psychol Res-Psych Fo
Psychological Review,Psychol Rev
Psychological Science,Psychol Sci
Psychologie in Erziehung Und Unterricht,Psychol Erz Unterr
Psychologische Rundschau,Psychol Rundsch
Psychologist Psychologist,Psychologist Psychologist
Psychology Psychology,Psychology Psychology
Psychology & Health,Psychol Health
Psychology & Marketing,Psychol Market
Psychology and Aging,Psychol Aging
Psychology Crime & Law,Psychol Crime Law
Psychology in the Schools,Psychol Schools
Psychology of Addictive Behaviors,Psychol Addict Behav
Psychology of Learning and Motivation-Advances in Research and Theory,Psychol Learn Motiv
Psychology of Women Quarterly,Psychol Women Quart
Psychology Public Policy and Law,Psychol Public Pol L
Psychology Today,Psychol Today
Psychometrika Psychometrika,Psychometrika Psychometrika
Psychoneuroendocrinology Psychoneuroendocrinology,Psychoneuroendocrino Psychoneuroendocrino
Psychonomic Bulletin & Review,Psychon B Rev
Psychopathology Psychopathology,Psychopathology Psychopathology
Psychopharmacology Psychopharmacology,Psychopharmacology Psychopharmacology
Psychopharmacology Bulletin,Psychopharmacol Bull
Psychopharmakotherapie Psychopharmakotherapie,Psychopharmakotherap Psychopharmakotherap
Psychophysiology Psychophysiology,Psychophysiology Psychophysiology
Psychosocial Rehabilitation Journal,Psychosoc Rehabil J
Psychosomatic Medicine,Psychosom Med
Psychosomatics Psychosomatics,Psychosomatics Psychosomatics
Psychotherapeut Psychotherapeut,Psychotherapeut Psychotherapeut
Psychotherapie Psychosomatik Medizinische Psychologie,Psychother Psych Med
Psychotherapy Psychotherapy,Psychother Psychother
Psychotherapy and Psychosomatics,Psychother Psychosom
Psychotherapy Research,Psychother Res
Ptb-Mitteilungen Ptb-Mitteilungen,Ptb-Mitt Ptb-Mitt
Pteridines Pteridines,Pteridines Pteridines
Public Administration,Public Admin
Public Administration and Development,Public Admin Develop
Public Administration Review,Public Admin Rev
Public Choice,Public Choice
Public Culture,Public Culture
Public Finance Quarterly,Public Financ Quart
Public Finance Review,Public Financ Rev
Public Finance-Finances Publiques,Public Financ
Public Health,Public Health
Public Health Nursing,Public Health Nurs
Public Health Reports,Public Health Rep
Public Historian,Publ Historian
Public Interest,Public Interest
Public Money & Management,Public Money Manage
Public Opinion Quarterly,Public Opin Quart
Public Personnel Management,Public Pers Manage
Public Relations Review,Public Relat Rev
Public Roads,Public Roads
Public Understanding of Science,Public Underst Sci
Public Welfare,Public Welfare
Public Works,Public Works
Publicationes Mathematicae-Debrecen,Publ Math-Debrecen
Publications  of the Astronomical Society of Australia,Publ Astron Soc Aust
Publications Astronomical Society of Australia,Publ Astron Soc Aust
Publications Mathematiques,Publ Math-Paris
Publications of the Astronomical Society of Australia,Publ Astron Soc Aust
Publications of the Astronomical Society of Japan,Publ Astron Soc Jpn
Publications of the Astronomical Society of the Pacific,Publ Astron Soc Pac
Publications of the Research Institute for Mathematical Sciences,Publ Res I Math Sci
Publishing History,Publ Hist
Publishing Research Quarterly,Publish Res Q
Publius-The Journal of Federalism,Publius J Federalism
Pulmonary Pharmacology,Pulm Pharmacol
Pulmonary Pharmacology & Therapeutics,Pulm Pharmacol Ther
Pulp & Paper-Canada,Pulp Pap-Canada
Pure and Applied Chemistry,Pure Appl Chem
Pure and Applied Geophysics,Pure Appl Geophys
Pure and Applied Optics,Pure Appl Opt
Qjm-Monthly Journal of the Association of Physicians,Qjm-Mon J Assoc Phys
Qst Qst,Qst Qst
Quaderni D Italianistica,Quad Ital
Quaderni Medievali,Quad Medievali
Quaderni Storici,Quad Storici
Qualitas Plantarum-Plant Foods for Human Nutrition,Qual Plant
Qualitative Health Research,Qual Health Res
Quality & Quantity,Qual Quant
Quality and Reliability Engineering International,Qual Reliab Eng Int
Quality in Health Care,Qual Health Care
